Date,Open,High,Low,Close,Adj Close,Volume
2023-03-10,23.409000,23.627001,22.726000,22.965000,22.955751,474866000
2023-03-13,22.752001,23.298000,22.297001,22.966000,22.956749,421890000
2023-03-14,23.496000,24.219000,23.459999,24.063000,24.053308,474910000
2023-03-15,23.761000,24.285999,23.360001,24.228001,24.218245,524486000
2023-03-16,24.027000,25.587999,23.893999,25.541000,25.530714,583253000
2023-03-17,25.982000,26.399000,25.667999,25.725000,25.714640,848547000
2023-03-20,25.615000,26.024000,25.129999,25.900000,25.889568,432747000
2023-03-21,26.180000,26.392000,25.381001,26.198999,26.188450,547408000
2023-03-22,26.424999,27.589001,26.237000,26.468000,26.457338,797295000
2023-03-23,27.115000,27.499001,26.690001,27.191000,27.180048,564889000
2023-03-24,27.031000,27.167000,26.355000,26.778999,26.768215,454920000
2023-03-27,26.837000,27.000000,26.365000,26.531000,26.520317,361026000
2023-03-28,26.447001,26.513000,25.850000,26.410000,26.399364,356104000
2023-03-29,26.825001,27.077999,26.597000,26.983999,26.973129,393694000
2023-03-30,27.229000,27.499001,27.101999,27.382999,27.371973,364516000
2023-03-31,27.139999,27.834000,27.105000,27.777000,27.765814,433933000
2023-04-03,27.509001,28.000000,27.336000,27.965000,27.953737,398716000
2023-04-04,27.966000,28.000000,27.306999,27.452999,27.441944,368592000
2023-04-05,26.829000,26.997999,26.395000,26.881001,26.870173,515015000
2023-04-06,26.584000,27.080000,26.427000,27.037001,27.026112,397654000
2023-04-10,26.823000,27.621000,26.669001,27.579000,27.567892,395279000
2023-04-11,27.724001,27.790001,27.125999,27.169001,27.158058,314378000
2023-04-12,27.370001,27.468000,26.448000,26.495001,26.484331,446259000
2023-04-13,26.733999,26.886999,26.329000,26.462999,26.452341,353615000
2023-04-14,26.504000,26.882999,26.219999,26.757999,26.747223,395660000
2023-04-17,26.565001,27.006001,26.433001,27.002001,26.991125,321471000
2023-04-18,27.533001,28.110001,27.357000,27.667000,27.655859,604812000
2023-04-19,27.361000,28.000000,27.232000,27.931000,27.919750,358660000
2023-04-20,27.671000,28.030001,27.000000,27.104000,27.093086,427713000
2023-04-21,26.952000,27.183001,26.722000,27.118999,27.108076,345103000
2023-04-24,27.013000,27.365999,26.671000,27.042000,27.031109,339282000
2023-04-25,27.077999,27.247000,26.225000,26.240999,26.230433,378527000
2023-04-26,27.002001,27.330000,26.705000,26.955999,26.945143,406337000
2023-04-27,27.363001,27.495001,26.625000,27.226000,27.215036,377161000
2023-04-28,27.225000,27.757999,27.070999,27.749001,27.737825,292216000
2023-05-01,27.840000,29.058001,27.780001,28.910000,28.898357,570329000
2023-05-02,28.680000,28.836000,28.083000,28.209999,28.198637,402730000
2023-05-03,27.840000,28.367001,27.472000,27.802000,27.790804,383387000
2023-05-04,27.650999,27.858999,27.240000,27.562000,27.550900,321850000
2023-05-05,27.826000,28.754999,27.731001,28.680000,28.668449,361494000
2023-05-08,28.521999,29.219999,28.350000,29.150999,29.139259,344979000
2023-05-09,28.899000,28.973000,28.450001,28.570999,28.559490,314869000
2023-05-10,29.004999,29.113001,28.461000,28.885000,28.873367,369350000
2023-05-11,28.896000,28.950001,28.246000,28.577999,28.566488,322149000
2023-05-12,28.528999,28.780001,28.046000,28.340000,28.328587,274222000
2023-05-15,28.507999,28.969000,28.152000,28.952999,28.941338,293926000
2023-05-16,28.841000,29.870001,28.832001,29.212999,29.201235,449405000
2023-05-17,29.584000,30.198999,29.430000,30.177999,30.165844,432535000
2023-05-18,30.410000,31.827999,30.320000,31.677999,31.665241,748725000
2023-05-19,31.535999,31.580000,30.916000,31.264000,31.251408,473908000
2023-05-22,30.900999,31.520000,30.680000,31.176001,31.163443,372000000
2023-05-23,31.000000,31.288000,30.631001,30.688000,30.675638,356253000
2023-05-24,30.209999,30.607000,29.806000,30.538000,30.525702,721419000
2023-05-25,38.522999,39.480000,36.634998,37.980000,37.964703,1543911000
2023-05-26,37.889999,39.169998,37.549999,38.945999,38.930313,714397000
2023-05-30,40.595001,41.938000,39.949001,40.111000,40.094845,923401000
2023-05-31,39.487999,40.294998,37.821999,37.834000,37.818760,1002580000
2023-06-01,38.488998,40.049999,38.340000,39.770000,39.753983,635873000
2023-06-02,40.097000,40.500000,39.057999,39.327000,39.311157,482731000
2023-06-05,38.909000,39.564999,38.707001,39.171001,39.155224,396094000
2023-06-06,38.830002,39.160000,38.147999,38.653999,38.638435,388729000
2023-06-07,38.915001,39.499001,37.355999,37.474998,37.463779,511998000
2023-06-08,37.723999,38.863998,37.505001,38.509998,38.498474,417772000
2023-06-09,39.036999,39.710999,38.567001,38.770000,38.758396,427717000
2023-06-12,39.200001,39.529999,38.618000,39.481998,39.470184,388701000
2023-06-13,40.186001,41.101002,39.740002,41.021999,41.009724,613208000
2023-06-14,40.824001,43.000000,40.551998,42.997002,42.984131,740465000
2023-06-15,42.602001,43.289001,42.146999,42.653000,42.640236,568622000
2023-06-16,43.450001,43.721001,42.660999,42.692001,42.679222,655709000
2023-06-20,42.998001,43.990002,42.674000,43.807999,43.794884,451153000
2023-06-21,43.500999,43.615002,42.080002,43.044998,43.032116,551603000
2023-06-22,42.252998,43.425999,42.234001,43.025002,43.012127,417737000
2023-06-23,42.464001,42.808998,42.014999,42.209000,42.196365,358140000
2023-06-26,42.460999,42.764000,40.099998,40.632000,40.619839,594322000
2023-06-27,40.799000,41.939999,40.448002,41.875999,41.863464,462175000
2023-06-28,40.660000,41.845001,40.518002,41.117001,41.104694,582639000
2023-06-29,41.557999,41.599998,40.599998,40.821999,40.809780,380514000
2023-06-30,41.680000,42.549999,41.500999,42.301998,42.289337,501148000
2023-07-03,42.516998,42.897999,42.202000,42.412998,42.400303,198209000
2023-07-05,42.134998,43.176998,42.084999,42.317001,42.304337,323618000
2023-07-06,41.844002,42.179001,41.346001,42.103001,42.090397,303582000
2023-07-07,42.321999,43.214001,42.180000,42.502998,42.490276,355881000
2023-07-10,42.657001,42.811001,41.648998,42.180000,42.167374,353908000
2023-07-11,42.480999,42.757999,42.067001,42.404999,42.392311,298244000
2023-07-12,43.033001,43.935001,42.777000,43.902000,43.888859,481277000
2023-07-13,44.518002,46.154999,44.492001,45.977001,45.963242,478204000
2023-07-14,46.583000,48.088001,45.060001,45.469002,45.455391,772075000
2023-07-17,46.289001,46.495998,45.262001,46.460999,46.447094,510488000
2023-07-18,46.701000,47.896000,45.734001,47.493999,47.479786,569164000
2023-07-19,47.464001,47.818001,46.742001,47.077000,47.062908,427502000
2023-07-20,46.507000,47.087002,45.062000,45.520000,45.506374,537865000
2023-07-21,45.787998,45.866001,44.099998,44.308998,44.295734,963769000
2023-07-24,44.730999,45.109001,44.040001,44.612000,44.598644,382516000
2023-07-25,44.941002,46.182999,44.923000,45.679001,45.665325,348081000
2023-07-26,46.021000,46.053001,44.630001,45.452000,45.438396,364237000
2023-07-27,46.519001,47.395000,45.750000,45.900002,45.886265,455976000
2023-07-28,46.667999,47.027000,46.381001,46.750000,46.736008,331194000
2023-07-31,46.754002,47.130001,46.506001,46.729000,46.715012,251055000
2023-08-01,46.459999,46.900002,46.027000,46.507000,46.493080,237858000
2023-08-02,45.831001,45.840000,43.387001,44.269001,44.255753,530142000
2023-08-03,43.799999,45.118000,43.799999,44.514999,44.501678,324176000
2023-08-04,44.985001,45.641998,44.393002,44.680000,44.666626,362666000
2023-08-07,45.111000,45.540001,44.563000,45.417000,45.403404,322154000
2023-08-08,44.853001,45.242001,44.056000,44.664001,44.650635,353843000
2023-08-09,44.273998,44.312000,42.133999,42.554001,42.541264,586449000
2023-08-10,42.160000,43.574001,41.834999,42.388000,42.375313,492705000
2023-08-11,41.750999,42.018002,40.639000,40.855000,40.842773,533085000
2023-08-14,40.486000,43.799999,40.311001,43.752998,43.739902,690286000
2023-08-15,44.560001,45.268002,43.709999,43.939999,43.926846,676512000
2023-08-16,44.520000,44.674999,43.405998,43.486000,43.472984,527451000
2023-08-17,43.970001,44.062000,43.000999,43.344002,43.331028,452395000
2023-08-18,42.634998,43.577999,41.660000,43.299000,43.286041,583768000
2023-08-21,44.493999,47.064999,44.222000,46.966999,46.952946,692573000
2023-08-22,48.134998,48.187000,45.333000,45.667999,45.654331,755293000
2023-08-23,45.866001,47.200001,45.208000,47.116001,47.101902,779046000
2023-08-24,50.216000,50.265999,47.159000,47.162998,47.148884,1156044000
2023-08-25,47.012001,47.805000,45.023998,46.018002,46.004230,925341000
2023-08-28,46.481998,46.980000,44.888000,46.834999,46.820984,685192000
2023-08-29,46.666000,49.081001,46.390999,48.784000,48.769402,701397000
2023-08-30,49.043999,49.926998,48.424999,49.264000,49.249252,735206000
2023-08-31,49.380001,49.743999,48.958000,49.355000,49.340225,528570000
2023-09-01,49.762001,49.799999,48.141998,48.508999,48.494484,463830000
2023-09-05,48.223000,48.851002,47.860001,48.548000,48.533470,382653000
2023-09-06,48.441002,48.549000,46.580002,47.061001,47.050793,468670000
2023-09-07,45.525002,46.344002,45.152000,46.241001,46.230965,433330000
2023-09-08,45.942001,46.605999,45.271000,45.571999,45.562115,473069000
2023-09-11,46.147999,46.162998,44.312000,45.178001,45.168198,473966000
2023-09-12,44.737999,45.673000,44.530998,44.869999,44.860264,349256000
2023-09-13,44.599998,45.930000,44.502998,45.485001,45.475136,398355000
2023-09-14,45.950001,45.987000,45.131001,45.581001,45.571117,370097000
2023-09-15,45.341000,45.598999,43.807999,43.900002,43.890476,506831000
2023-09-18,42.748001,44.242001,42.000000,43.966000,43.956459,500271000
2023-09-19,43.833000,43.966000,43.001999,43.520000,43.510559,373064000
2023-09-20,43.599998,43.903000,42.223000,42.238998,42.229839,367108000
2023-09-21,41.583000,42.099998,40.980000,41.016998,41.008102,450736000
2023-09-22,41.571999,42.115002,41.230999,41.610001,41.600971,479236000
2023-09-25,41.591000,42.535999,41.176998,42.222000,42.212841,419091000
2023-09-26,42.000999,42.820000,41.654999,41.910999,41.901909,402282000
2023-09-27,42.330002,42.872002,41.629002,42.467999,42.458786,444935000
2023-09-28,42.459999,43.445999,42.115002,43.089001,43.079651,424663000
2023-09-29,43.827000,44.144001,43.306999,43.499001,43.489563,397830000
2023-10-02,44.029999,45.174999,43.861000,44.782001,44.772285,433298000
2023-10-03,44.807999,45.130001,43.245998,43.516998,43.507557,470850000
2023-10-04,43.742001,44.143002,43.292000,44.041000,44.031445,361821000
2023-10-05,44.049999,44.900002,43.888000,44.688000,44.678307,393483000
2023-10-06,44.193001,45.789001,44.026001,45.762001,45.752071,434436000
2023-10-09,44.841999,45.605000,44.368000,45.272999,45.263176,409675000
2023-10-10,45.310001,46.258999,45.088001,45.798000,45.788067,368582000
2023-10-11,46.195999,46.859001,46.049999,46.806000,46.795841,378137000
2023-10-12,46.777000,47.609001,46.330002,46.945000,46.934814,481325000
2023-10-13,46.959999,47.116001,45.279999,45.460999,45.451134,474115000
2023-10-16,45.063000,46.224998,44.911999,46.095001,46.085003,375099000
2023-10-17,44.000000,44.754002,42.480000,43.938000,43.928467,812333000
2023-10-18,42.591000,43.219002,41.825001,42.195999,42.186844,627294000
2023-10-19,42.811001,43.297001,41.882000,42.101002,42.091869,501233000
2023-10-20,41.889999,42.470001,41.077999,41.387001,41.378021,477266000
2023-10-23,41.229000,43.248001,40.945000,42.974998,42.965679,478530000
2023-10-24,43.077000,43.696999,42.691002,43.662998,43.653526,401463000
2023-10-25,43.397999,43.650002,41.555000,41.778999,41.769932,398379000
2023-10-26,41.853001,42.256001,39.880001,40.326000,40.317253,541001000
2023-10-27,41.130001,41.206001,40.014999,40.500000,40.491215,416784000
2023-10-30,41.087002,41.765999,40.480999,41.160999,41.152069,388028000
2023-10-31,40.450001,40.879002,39.230000,40.779999,40.771152,517969000
2023-11-01,40.883999,42.381001,40.868999,42.325001,42.315823,437593000
2023-11-02,43.327999,43.883999,42.894001,43.506001,43.496559,409172000
2023-11-03,44.020000,45.308998,43.723000,45.005001,44.995239,424610000
2023-11-06,45.285000,45.935001,44.898998,45.750999,45.741074,400733000
2023-11-07,45.719002,46.217999,45.158001,45.955002,45.945034,343165000
2023-11-08,46.099998,46.867001,45.967999,46.574001,46.563896,346719000
2023-11-09,47.466999,48.230000,46.750000,46.950001,46.939816,540496000
2023-11-10,47.500000,48.472000,47.283001,48.334999,48.324512,421245000
2023-11-13,48.320000,49.116001,48.098999,48.619999,48.609451,384136000
2023-11-14,49.680000,49.834000,49.040001,49.655998,49.645226,416954000
2023-11-15,49.935001,49.959999,48.200001,48.888000,48.877392,475497000
2023-11-16,48.679001,49.525002,48.330002,49.480000,49.469269,339756000
2023-11-17,49.523998,49.716999,49.007000,49.298000,49.287308,325205000
2023-11-20,49.312000,50.548000,49.181000,50.409000,50.398064,414120000
2023-11-21,50.125999,50.516998,49.222000,49.944000,49.933167,565747000
2023-11-22,49.852001,50.334999,47.689999,48.716000,48.705429,899420000
2023-11-24,48.470001,48.921001,47.744999,47.776001,47.765636,294645000
2023-11-27,47.799999,48.529999,47.652000,48.242001,48.231533,395662000
2023-11-28,48.236000,48.323002,47.473000,47.820999,47.810623,401491000
2023-11-29,48.379002,48.762001,47.860001,48.139999,48.129555,382005000
2023-11-30,48.023998,48.110001,46.422001,46.770000,46.759853,526247000
2023-12-01,46.525002,47.200001,46.187000,46.764999,46.754852,369317000
2023-12-04,46.077000,46.077000,45.009998,45.509998,45.500122,437543000
2023-12-05,45.466000,46.599998,45.271000,46.566002,46.559990,371718000
2023-12-06,47.215000,47.387001,45.411999,45.502998,45.497128,380590000
2023-12-07,45.700001,46.629002,45.604000,46.596001,46.589989,350823000
2023-12-08,46.595001,47.741001,46.549999,47.506001,47.499870,359224000
2023-12-11,47.491001,47.530998,45.830002,46.626999,46.620983,509728000
2023-12-12,46.046001,47.666000,46.046001,47.657001,47.650852,372387000
2023-12-13,47.629002,48.594002,47.608002,48.088001,48.081799,447792000
2023-12-14,48.389999,48.669998,47.422001,48.349998,48.343758,391232000
2023-12-15,48.194000,49.403999,48.119999,48.889999,48.883690,479948000
2023-12-18,49.400002,50.432999,49.150002,50.077000,50.070538,412587000
2023-12-19,49.424000,49.700001,48.895000,49.604000,49.597599,464444000
2023-12-20,49.654999,49.999001,48.098000,48.111000,48.104790,397894000
2023-12-21,48.811001,49.095001,48.418999,48.990002,48.983681,300425000
2023-12-22,49.195000,49.382999,48.466999,48.830002,48.823704,252507000
2023-12-26,48.967999,49.599998,48.959999,49.278999,49.272640,244200000
2023-12-27,49.511002,49.680000,49.084999,49.417000,49.410622,233648000
2023-12-28,49.643002,49.883999,49.411999,49.521999,49.515610,246587000
2023-12-29,49.813000,49.997002,48.750999,49.521999,49.515610,389293000
2024-01-02,49.243999,49.294998,47.595001,48.167999,48.161785,411254000
2024-01-03,47.485001,48.183998,47.320000,47.569000,47.562862,320896000
2024-01-04,47.766998,48.500000,47.507999,47.998001,47.991810,306535000
2024-01-05,48.462002,49.547001,48.306000,49.097000,49.090664,415039000
2024-01-08,49.512001,52.275002,49.479000,52.252998,52.246258,642510000
2024-01-09,52.401001,54.325001,51.689999,53.139999,53.133144,773100000
2024-01-10,53.616001,54.599998,53.488998,54.349998,54.342987,533796000
2024-01-11,54.999001,55.346001,53.560001,54.821999,54.814926,596759000
2024-01-12,54.619999,54.970001,54.330002,54.709999,54.702938,352994000
2024-01-16,55.018002,56.834999,54.900002,56.382000,56.374725,449580000
2024-01-17,56.347000,56.471001,54.740002,56.053001,56.045769,474394000
2024-01-18,57.259998,57.599998,56.106998,57.106998,57.099628,491650000
2024-01-19,57.988998,59.500000,57.224998,59.491001,59.483326,543501000
2024-01-22,60.049000,60.331001,59.070000,59.653999,59.646305,452955000
2024-01-23,59.570000,59.910000,58.584999,59.873001,59.865276,294654000
2024-01-24,60.304001,62.848999,59.938000,61.362000,61.354084,560271000
2024-01-25,62.349998,62.719002,60.849998,61.617001,61.609047,482777000
2024-01-26,60.959999,61.783001,60.573002,61.030998,61.023125,390309000
2024-01-29,61.231998,62.488998,60.907001,62.465000,62.456940,348733000
2024-01-30,62.900002,63.493000,62.259998,62.773998,62.765896,410735000
2024-01-31,61.439999,62.269001,60.700001,61.527000,61.519058,453795000
2024-02-01,62.099998,63.191002,61.650002,63.027000,63.018867,369146000
2024-02-02,63.973999,66.599998,63.689999,66.160004,66.151466,476578000
2024-02-05,68.224998,69.497002,67.205002,69.332001,69.323059,680078000
2024-02-06,69.629997,69.753998,66.300003,68.223000,68.214203,683111000
2024-02-07,68.319000,70.220001,67.599998,70.098999,70.089951,495575000
2024-02-08,70.073997,70.793999,69.455002,69.640999,69.632011,414422000
2024-02-09,70.532997,72.184998,70.211998,72.133003,72.123695,436637000
2024-02-12,72.599998,74.611000,71.250000,72.248001,72.238678,613710000
2024-02-13,70.400002,73.449997,69.620003,72.127998,72.118690,602580000
2024-02-14,73.202003,74.236000,71.938004,73.900002,73.890465,504917000
2024-02-15,73.869003,73.974998,72.400002,72.657997,72.648621,420122000
2024-02-16,74.099998,74.402000,72.500999,72.612999,72.603630,495327000
2024-02-20,71.946999,71.956001,67.734001,69.452003,69.443039,704833000
2024-02-21,68.005997,68.888000,66.248001,67.472000,67.463295,690298000
2024-02-22,75.025002,78.574997,74.220001,78.538002,78.527863,865100000
2024-02-23,80.790001,82.393997,77.570000,78.817001,78.806824,829388000
2024-02-26,79.699997,80.646004,78.504997,79.092003,79.081802,503973000
2024-02-27,79.380997,79.480003,77.162003,78.700996,78.690842,391705000
2024-02-28,77.620003,78.932999,77.125000,77.663002,77.652985,393110000
2024-02-29,79.094002,79.989998,78.349998,79.112000,79.101791,507289000
2024-03-01,80.000000,82.300003,79.434998,82.278999,82.268379,479135000
2024-03-04,84.129997,87.695000,83.719002,85.237000,85.225998,615616000
2024-03-05,85.269997,86.097000,83.417000,85.963997,85.956940,520639000
2024-03-06,88.022003,89.723999,87.029999,88.699997,88.692711,582520000
2024-03-07,90.157997,92.766998,89.601997,92.668999,92.661385,608119000
2024-03-08,95.138000,97.400002,86.505997,87.528000,87.520813,1142269000
2024-03-11,86.429001,88.796997,84.166000,85.774002,85.766960,678364000
2024-03-12,88.049004,91.959999,86.150002,91.913002,91.905449,668075000
2024-03-13,91.055000,91.503998,88.434998,90.888000,90.880539,635713000
2024-03-14,89.577003,90.646004,86.599998,87.944000,87.936775,602318000
2024-03-15,86.930000,89.545998,86.257004,87.836998,87.829781,642086000
2024-03-18,90.388000,92.404999,87.084999,88.455002,88.447739,668976000
2024-03-19,86.699997,90.543999,85.010002,89.398003,89.390663,672171000
2024-03-20,89.796997,90.410004,88.223000,90.372002,90.364578,479063000
2024-03-21,92.300003,92.648003,90.404999,91.434998,91.427490,480372000
2024-03-22,91.140999,94.778000,90.834000,94.289001,94.281258,586719000
2024-03-25,93.941002,96.765999,93.510002,95.001999,94.994194,552136000
2024-03-26,95.850998,96.375000,92.501999,92.560997,92.553398,513648000
2024-03-27,93.112000,93.239998,89.123001,90.250000,90.242584,586067000
2024-03-28,90.000000,91.300003,89.193001,90.356003,90.348579,435212000
2024-04-01,90.299004,92.224998,89.204002,90.362999,90.355576,452441000
2024-04-02,88.447998,90.094002,87.620003,89.452003,89.444656,433064000
2024-04-03,88.484001,90.374001,88.400002,88.963997,88.956688,370067000
2024-04-04,90.405998,90.634003,85.879997,85.904999,85.897942,434965000
2024-04-05,86.865997,88.481003,85.926003,88.008003,88.000778,399678000
2024-04-08,88.699997,88.830002,86.732002,87.133003,87.125847,283220000
2024-04-09,87.442001,87.635002,83.022003,85.353996,85.346985,503547000
2024-04-10,83.926003,87.400002,83.709000,87.039001,87.031853,431929000
2024-04-11,87.419998,90.738998,86.926003,90.615997,90.608551,431637000
2024-04-12,89.698997,90.175003,87.529999,88.185997,88.178757,426805000
2024-04-15,89.098000,90.612999,85.929001,86.000999,85.993935,443077000
2024-04-16,86.432999,88.117996,86.064003,87.415001,87.407822,370453000
2024-04-17,88.339996,88.775002,83.949997,84.035004,84.028099,495400000
2024-04-18,84.970001,86.190002,82.402000,84.670998,84.664040,447260000
2024-04-19,83.150002,84.323997,75.606003,76.199997,76.193741,875198000
2024-04-22,78.103996,80.072998,76.400002,79.517998,79.511467,596341000
2024-04-23,80.768997,82.768997,80.264000,82.422997,82.416229,438559000
2024-04-24,83.949997,84.082001,79.182999,79.677002,79.670456,512208000
2024-04-25,78.867996,83.322998,78.223000,82.632004,82.625214,424641000
2024-04-26,83.818001,88.331001,83.387001,87.735001,87.727791,551011000
2024-04-29,87.595001,87.991997,85.265999,87.757004,87.749794,388971000
2024-04-30,87.239998,88.819000,86.300003,86.402000,86.394905,363709000
2024-05-01,85.077003,86.000000,81.254997,83.041000,83.034180,559863000
2024-05-02,84.448997,86.237000,83.199997,85.817001,85.809952,377898000
2024-05-03,87.789001,89.280998,87.040001,88.789001,88.781708,398341000
2024-05-06,89.389999,92.220001,89.055000,92.139999,92.132431,376203000
2024-05-07,91.098000,91.780998,89.011002,90.554001,90.546562,437342000
2024-05-08,89.483002,91.194000,89.419998,90.412003,90.404579,325721000
2024-05-09,90.528999,91.071999,88.231003,88.747002,88.739716,378013000
2024-05-10,90.305000,91.401001,89.226997,89.877998,89.870613,335325000
2024-05-13,90.477997,90.998001,88.528999,90.399002,90.391579,289680000
2024-05-14,89.598999,91.651001,88.933998,91.356003,91.348495,296507000
2024-05-15,92.472000,94.862000,91.598999,94.629997,94.622223,417735000
2024-05-16,94.910004,95.819000,94.102997,94.359001,94.351250,323952000
2024-05-17,94.369003,94.739998,91.806000,92.478996,92.471397,359691000
2024-05-20,93.750000,95.199997,93.440002,94.779999,94.772217,318764000
2024-05-21,93.598999,95.400002,93.180000,95.386002,95.378166,328946000
2024-05-22,95.459000,96.019997,93.249001,94.949997,94.942200,548648000
2024-05-23,102.028000,106.320000,101.519997,103.799004,103.790482,835065000
2024-05-24,104.448997,106.474998,103.000000,106.469002,106.460258,429494000
2024-05-28,110.244003,114.939003,109.883003,113.901001,113.891647,652728000
2024-05-29,113.050003,115.491997,110.901001,114.824997,114.815567,557442000
2024-05-30,114.650002,115.819000,109.663002,110.500000,110.490921,487350000
2024-05-31,112.519997,112.717003,106.940002,109.633003,109.624001,613263000
2024-06-03,113.621002,115.000000,112.002998,115.000000,114.990555,438392000
2024-06-04,115.716003,116.599998,114.044998,116.436996,116.427429,403324000
2024-06-05,118.371002,122.448997,117.468002,122.440002,122.429947,528402000
2024-06-06,124.047997,125.586998,118.320000,120.998001,120.988060,664696000
2024-06-07,119.769997,121.692001,118.022003,120.888000,120.878075,412386000
2024-06-10,120.370003,123.099998,117.010002,121.790001,121.779999,314162700
2024-06-11,121.769997,122.870003,118.739998,120.910004,120.910004,222551200
2024-06-12,123.059998,126.879997,122.570000,125.199997,125.199997,299595000
2024-06-13,129.389999,129.800003,127.160004,129.610001,129.610001,260704500
2024-06-14,129.960007,132.839996,128.320007,131.880005,131.880005,309320400
2024-06-17,132.990005,133.729996,129.580002,130.979996,130.979996,288504400
2024-06-18,131.139999,136.330002,130.690002,135.580002,135.580002,294335100
2024-06-20,139.800003,140.759995,129.520004,130.779999,130.779999,517768400
2024-06-21,127.120003,130.630005,124.300003,126.570000,126.570000,655484700
2024-06-24,123.239998,124.459999,118.040001,118.110001,118.110001,476060900
2024-06-25,121.199997,126.500000,119.320000,126.089996,126.089996,425787500
2024-06-26,126.129997,128.119995,122.599998,126.400002,126.400002,362975900
2024-06-27,124.099998,126.410004,122.919998,123.989998,123.989998,252571700
2024-06-28,124.580002,127.709999,122.750000,123.540001,123.540001,314945500
